ReviewId,PerOfCur,PerOfIncur
6876,0.200000,0.700000
6880,0.900000,0.900000
6889,0.900000,0.700000
6890,0.200000,0.900000
6896,0.400000,0.600000
6904,0.100000,0.500000
6914,1.000000,0.900000
6917,1.000000,0.700000
6923,0.800000,0.800000
6924,0.300000,0.800000
6926,0.300000,0.400000
6928,1.000000,0.500000
6929,0.400000,0.200000
6938,0.100000,0.300000
6939,0.900000,0.900000
6943,0.200000,0.600000
6944,0.100000,0.600000
6945,0.200000,1.000000
6948,0.800000,0.500000
6949,0.700000,0.800000
6966,0.100000,0.700000
6967,0.700000,0.900000
6968,0.700000,0.600000
6969,0.200000,0.800000
6971,0.200000,0.700000
6981,0.200000,0.600000
6983,0.500000,0.700000
6984,1.000000,0.600000
6987,0.700000,0.500000
6994,0.400000,0.300000
6995,0.100000,1.000000
7002,0.000000,0.100000
7007,0.900000,0.800000
7010,0.300000,0.800000
7012,0.700000,0.600000
7017,0.600000,0.600000
7018,0.700000,0.500000
7020,0.300000,0.400000
7028,0.800000,0.500000
7040,1.000000,0.900000
7044,0.500000,0.300000
7051,0.300000,0.700000
7052,1.000000,0.600000
7060,0.300000,1.000000
7063,0.000000,0.600000
7069,0.300000,0.600000
7075,0.800000,0.800000
7090,0.500000,0.600000
7092,0.900000,0.400000
7109,0.800000,0.900000
7118,0.500000,0.600000
7125,0.700000,0.400000
7126,0.300000,0.800000
7128,0.200000,0.700000
7132,0.800000,0.600000
7133,0.200000,0.600000
7135,0.500000,0.800000
7136,0.800000,0.800000
7138,0.500000,0.400000
7139,0.100000,0.700000
7141,0.700000,0.700000
7144,0.900000,0.700000
7148,0.300000,1.000000
7155,0.400000,0.700000
7156,0.700000,0.700000
7166,0.200000,0.700000
7170,1.000000,0.700000
7179,0.200000,0.900000
7183,0.800000,0.500000
7186,0.100000,0.900000
7191,0.100000,0.900000
7193,0.400000,0.600000
7195,0.800000,1.000000
7198,0.700000,0.500000
7203,1.000000,0.600000
7213,0.600000,0.900000
7217,0.700000,0.600000
7220,0.200000,0.300000
7225,0.800000,0.700000
7226,0.100000,0.700000
7227,0.400000,0.700000
7230,0.200000,0.800000
7233,0.600000,0.800000
7236,0.800000,0.600000
7237,0.800000,0.800000
7238,1.000000,1.000000
7239,0.600000,0.200000
7244,0.700000,0.400000
7249,0.300000,0.900000
7253,0.600000,0.700000
7256,0.400000,0.800000
7261,0.600000,0.200000
7262,0.900000,0.800000
7264,0.800000,0.700000
7266,0.400000,0.100000
7282,0.500000,0.600000
7291,0.500000,0.100000
7293,0.200000,0.700000
7302,0.300000,0.300000
7317,0.700000,0.800000
7336,0.500000,0.800000
7349,0.800000,0.400000
7350,0.400000,0.700000
7353,0.200000,0.800000
7354,0.900000,0.900000
7355,0.800000,0.800000
7360,0.700000,0.900000
7365,1.000000,1.000000
7366,0.700000,0.600000
7368,1.000000,0.300000
7369,0.700000,0.700000
7385,0.700000,0.700000
7386,0.900000,1.000000
7389,1.000000,0.800000
7395,0.400000,0.700000
7399,0.900000,0.600000
7400,0.000000,0.200000
7409,0.400000,0.300000
7411,0.400000,0.900000
7419,0.600000,0.800000
7420,1.000000,0.700000
7423,0.600000,0.900000
7425,0.100000,0.000000
7428,0.700000,0.900000
7433,0.900000,0.900000
7441,0.500000,0.000000
7448,0.000000,0.800000
7450,0.200000,0.800000
7461,0.000000,0.300000
7462,0.800000,0.700000
7468,0.900000,0.900000
7471,0.600000,0.800000
7472,0.200000,0.700000
7473,0.500000,0.200000
7476,0.100000,0.300000
7478,0.800000,0.800000
7479,0.300000,0.400000
7491,0.800000,0.800000
7494,0.400000,0.600000
7496,0.600000,0.700000
7498,1.000000,0.800000
7500,0.400000,0.200000
7509,0.600000,0.700000
7523,0.600000,0.700000
7531,0.300000,0.000000
7534,0.900000,0.700000
7535,0.100000,0.500000
7536,1.000000,0.600000
7537,0.600000,0.400000
7543,0.800000,0.600000
7549,0.500000,0.900000
7553,0.300000,0.800000
7554,0.400000,0.500000
7555,0.900000,0.700000
7562,0.000000,0.600000
7572,0.700000,0.300000
7575,0.100000,0.300000
7579,0.000000,0.500000
7582,0.700000,0.700000
7585,0.000000,0.800000
7589,0.300000,0.700000
7591,1.000000,0.700000
7593,0.600000,0.900000
7600,0.900000,0.800000
7602,0.900000,0.400000
7604,0.400000,1.000000
7613,0.800000,0.500000
7614,0.900000,0.600000
7615,0.800000,0.800000
7617,0.000000,0.100000
7625,0.900000,0.800000
7629,0.300000,0.900000
7631,0.900000,0.900000
7641,0.400000,0.500000
7664,0.400000,0.600000
7677,0.700000,0.600000
7680,0.700000,0.500000
7687,0.100000,0.700000
7689,0.900000,1.000000
7693,0.000000,0.100000
7699,0.800000,0.900000
7700,1.000000,0.600000
7701,0.500000,0.700000
7703,0.600000,0.400000
7708,0.900000,0.700000
7710,0.500000,0.800000
7711,0.900000,0.700000
7714,0.100000,0.700000
7715,0.000000,0.500000
7718,0.500000,0.500000
7725,1.000000,0.500000
7727,0.200000,0.200000
7729,1.000000,0.500000
7730,0.400000,0.600000
7732,0.800000,0.700000
7737,0.600000,0.900000
7745,0.300000,0.400000
7746,1.000000,0.400000
7753,1.000000,0.800000
7758,0.900000,0.200000
7761,0.500000,0.700000
7763,0.000000,0.500000
7764,0.000000,0.900000
7769,0.600000,0.700000
7770,0.900000,0.200000
7774,0.400000,0.500000
7780,0.300000,0.500000
7781,0.200000,0.400000
7787,0.800000,0.600000
7789,0.700000,0.800000
7794,0.500000,0.500000
7802,0.800000,0.500000
7803,1.000000,0.800000
7806,1.000000,0.900000
7808,0.400000,0.700000
7812,0.100000,0.800000
7817,0.800000,0.800000
7821,0.400000,0.500000
7822,0.800000,0.800000
7823,1.000000,0.400000
7838,0.300000,0.300000
7847,0.100000,0.700000
7850,0.500000,0.600000
7858,0.500000,0.500000
7872,0.500000,0.700000
7882,0.000000,0.800000
7884,0.500000,0.500000
7890,0.300000,0.100000
7896,0.300000,0.800000
7899,0.800000,1.000000
7923,0.900000,0.500000
7924,0.500000,0.900000
7930,0.900000,0.800000
7939,0.100000,0.800000
7946,0.000000,0.100000
7948,0.200000,0.400000
7958,0.900000,0.800000
7962,0.100000,0.800000
7973,0.700000,0.800000
7976,0.600000,0.800000
7987,0.100000,1.000000
7992,0.400000,0.300000
7996,1.000000,0.600000
8001,0.700000,0.900000
8003,0.400000,0.300000
8004,0.500000,0.700000
8005,0.800000,0.700000
8021,0.600000,0.500000
8027,0.800000,0.200000
8040,0.500000,0.800000
8041,0.700000,0.600000
8042,0.600000,0.700000
8047,0.600000,0.800000
8052,0.700000,0.900000
8053,0.600000,0.200000
8072,0.500000,0.800000
8083,0.400000,0.600000
8084,0.200000,0.600000
8085,0.300000,0.700000
8090,0.300000,0.900000
8091,0.300000,0.700000
8092,0.500000,0.600000
8094,0.700000,0.900000
8099,0.800000,0.800000
8106,0.300000,0.800000
8119,0.900000,0.800000
8122,0.000000,0.500000
8124,0.300000,0.300000
8125,0.000000,0.600000
8127,0.300000,0.600000
8130,0.500000,0.600000
8136,1.000000,0.300000
8151,0.200000,0.100000
8153,0.800000,0.100000
8158,0.500000,0.400000
8163,0.900000,0.400000
8174,0.600000,0.500000
8176,0.300000,0.300000
8188,0.200000,0.700000
8190,1.000000,0.500000
